Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Island Installation,Install new kitchen island with plumbing and electrical connections.,1 UNIT,"$7,600 per UNIT",0.75,,13300,95
Kitchen Renovation,Kitchen,Electrical Work,"Install new GFCI outlets, pendant lighting, and under-cabinet lighting.",10 UNIT,$55 per UNIT,0.75,,962.5,90
Kitchen Renovation,Kitchen,Kitchen Island Installation,Install a new waterfall kitchen island to match existing kitchen style.,1 UNIT,"$2,400 per LF",0.75,,4200,90
Kitchen Renovation,Kitchen,Countertop Replacement,Replace existing countertops with new quartz countertops.,45 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Backsplash Installation,Install new tile backsplash to match new countertops.,20 SF,"$2,200 per 10 ft",0.80,,3960,90
Kitchen Renovation,Kitchen,Electrical Reallocation,Reallocate electrical outlets and control panel for AC due to wall removal.,1 UNIT,"$3,500 minimum",0.75,,6125,85
Kitchen Renovation,Kitchen,Partial Wall Removal,Remove portion of wall to open space and improve light flow.,1 UNIT,"$3,300 per 10 ft",0.75,,5775,85
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, and backsplash.",1 UNIT,"$3,300",0.75,,5775,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for kitchen with existing location of 1 sink.,1 UNIT,"$3,850",0.75,,6737.5,90
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rough electrical wiring, GFCI outlets, under-cabinet lighting, pendant light installation, range hood electrical, island electrical, dimmer switch installation.",1 UNIT,"$3,500",0.75,,6125,90
Kitchen Renovation,Kitchen,Kitchen Cabinets,Installation of kitchen cabinets for 11-15 FT.,1 UNIT,"$9,200",0.75,,16100,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of quartz countertops.,45 SF,$97,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of large kitchen backsplash.,1 UNIT,"$2,200",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including cabinet removal, countertop removal, appliance disconnection, flooring removal, backsplash removal, electrical and plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,,5775,90
Kitchen Renovation,Kitchen,Kitchen Cabinets Installation,"Installation of new kitchen cabinets including base and wall cabinets, crown molding, cabinet hardware, soft-close hinges, and drawer slides.",15 LF,"$9,200 per UNIT",0.75,,16100,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of kitchen countertops including edge treatments and sink cutouts.,45 SF,"($1,500 installation + $97/sqft × SF + $2,000 material) × 1.75 markup",0.75,,13763.75,90
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Installation of kitchen plumbing including rough plumbing, kitchen sink, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,,6737.5,85
Kitchen Renovation,Kitchen,Kitchen Electrical,"Installation of kitchen electrical systems including rough electrical, lighting circuits, under-cabinet lighting, GFCI outlets, switch installation, and panel upgrades.",1 UNIT,"$3,500 per UNIT",0.75,,6125,85
Kitchen Renovation,Kitchen,Kitchen Flooring,"Installation of kitchen flooring including subfloor preparation, flooring installation, transition strips, floor trim, and underlayment.",120 SF,$6 per SF,0.75,,1260,85
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Installation of kitchen backsplash including tile preparation, tile installation, grout installation, tile sealing, and trim tiles.",20 SF,"$2,200 per UNIT",0.80,,3960,85
,,,,,,,,173662.50,
Master Bathroom Renovation,,,,,,,,,
Master Bathroom Renovation,Master Bathroom,Double Vanity Installation,Install new double vanity with plumbing connections.,1 UNIT,"$8,800 per UNIT",0.75,,15400,90
Master Bathroom Renovation,Master Bathroom,Shower Installation,Install spacious shower with waterproofing and tile work.,1 UNIT,"$9,900 per UNIT",0.75,,17325,90
Master Bathroom Renovation,Master Bathroom,Flooring Installation,Install new tile flooring in the bathroom.,80 SF,"$2,300 per 80 SF",0.80,,4140,85
Master Bathroom Renovation,Master Bathroom,Bathroom Demolition,"Full gut of master bathroom including removal of fixtures, tile, vanity, and flooring.",1 UNIT,"$3,300",0.75,,5775,95
Master Bathroom Renovation,Master Bathroom,Bathroom Plumbing,Full gut plumbing with relocation for 80-100 sf bathroom.,1 UNIT,"$12,100",0.75,,21175,90
Master Bathroom Renovation,Master Bathroom,Bathroom Electrical,"Rough electrical, vanity lighting, exhaust fan installation, GFCI outlets, mirror lighting.",1 UNIT,"$3,500",0.75,,6125,90
Master Bathroom Renovation,Master Bathroom,Bathroom Tile Work,Installation of floor and wall tiles for 80-100 sf bathroom.,1 UNIT,"$6,800",0.80,,12240,90
Master Bathroom Renovation,Master Bathroom,Bathroom Waterproofing,Installation of waterproofing for floors and walls for 80-100 sf bathroom.,1 UNIT,"$2,250",0.65,,3712.5,85
,,,,,,,,85892.50,
,,,,,,,,322075.17,
,,,General Conditions (10%),,,,,32207.52,
,,,Grand Total,,,,,354282.69,
