Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
General Renovation,Whole House,Electrical Rewiring,Rewire the whole house for better electrical organization.,2046 SF,$17 per SF,0.75,,60817.5,90
,,,,,,,,139852.50,
Kitchen Renovation,,,,,,,,,
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, backsplash, electrical disconnection, plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,,5775.00,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, kitchen sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,,6737.50,95
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rough electrical wiring, kitchen lighting circuits, under-cabinet lighting, GFCI outlets, switch installation, panel upgrades, range hood electrical, kitchen island electrical, pendant light installation, dimmer switches.",1 UNIT,"$3,500 per UNIT",0.75,,6125.00,95
Kitchen Renovation,Kitchen,Kitchen Cabinets,"Installation of standard kitchen cabinets up to 10 FT, including base and wall cabinets, crown molding, cabinet hardware, soft-close hinges, and drawer slides.",1 UNIT,"$7,600 per UNIT",0.75,,13300.00,95
Kitchen Renovation,Kitchen,Kitchen Countertops,"Fabrication and installation of quartz countertops, including template creation, edge treatments, and sink cutouts.",45 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Tile preparation, installation, grout installation, tile sealing, and trim tiles for kitchen backsplash.",10 FT,"$2,200 per 10 FT",0.80,,3960.00,95
Kitchen Renovation,Kitchen,Kitchen Flooring,"Subfloor preparation, installation of hardwood flooring, transition strips, floor trim, and underlayment.",100 SF,$6 per SF,0.75,,1050.00,95
,,,,,,,,50711.25,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Living Room Flooring,"Subfloor preparation, installation of hardwood flooring, refinishing, trim installation, and transition strips.",200 SF,$6 per SF,0.75,,2100.00,95
Living Room Renovation,Living Room,Living Room Painting,"Wall preparation, primer application, paint walls, paint ceiling, and touch-up work.",400 SF,$10.3 per SF,0.75,,7210.00,95
Living Room Renovation,Living Room,Living Room Electrical,"Outlet installation, switch installation, light fixture installation, ceiling fans, dimmer switches, floor outlets, and wall sconces.",1 UNIT,"$3,500 per UNIT",0.75,,6125.00,95
Living Room Renovation,Living Room,Living Room Trim,"Baseboard installation, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0.75,,875.00,95
,,,,,,,,16310.00,
Second Floor Renovation,,,,,,,,,
Second Floor Renovation,Primary Bathroom,Full Gut Renovation,Full gut and renovation of primary bathroom.,1 UNIT,"$9,900 per UNIT",0.75,,17325,90
Second Floor Renovation,Secondary Bathroom,Full Gut Renovation,Full gut and renovation of secondary bathroom.,1 UNIT,"$8,800 per UNIT",0.75,,15400,90
Second Floor Renovation,Second Floor,Floor Installation,Install new flooring throughout the second floor.,1000 SF,$6 per SF,0.75,,10500,85
Second Floor Renovation,Bedroom,Ceiling Replacement,Replace ceiling in one bedroom.,200 SF,$4.95 per SF,0.75,,1732.5,85
,,,,,,,,44957.50,
,,,,,,,,395197.25,
,,,General Conditions (10%),,,,,39519.73,
,,,Grand Total,,,,,434716.97,
