Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Flooring,,,,,,,,,
Flooring,First Floor,Hardwood Floor Installation,Install new hardwood flooring throughout the first floor.,1000 SF,$6 per SF,0.75,,10500,85
Flooring,Second Floor,Floor Installation,Install new flooring throughout the second floor.,1000 SF,$6 per SF,0.75,,10500,85
,,,,,,,,21000.00,
General Requirements,,,,,,,,,
General Requirements,Entire House,Commercial Cleaning,Post-construction cleaning for the entire house.,1 UNIT,"$2,750 per UNIT",0.75,,4812.50,95
,,,,,,,,4812.50,
Heating and Cooling,,,,,,,,,
Heating and Cooling,Whole House,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$16,500 per UNIT",0.60,,26400,85
,,,,,,,,26400.00,
Painting & Wall Coverings,,,,,,,,,
Painting & Wall Coverings,Bedroom 1,Bedroom Painting,"Wall preparation, primer application, paint walls, paint ceiling, and closet painting.",432 SF,$10.3 per SF,0.75,,7788.00,95
Painting & Wall Coverings,Living Room,Living Room Painting,"Wall preparation, primer application, paint walls, paint ceiling, and touch-up work.",400 SF,$10.3 per SF,0.75,,7210.00,95
,,,,,,,,14998.00,
Plumbing,,,,,,,,,
Plumbing,Bathroom 1,Bathroom Plumbing,"Full gut plumbing replacement for existing location, including rough plumbing, toilet installation, sink installation, shower/tub installation, supply lines, drain lines, and vent lines.",1 UNIT,"$7,700 per UNIT",0.75,,13475.00,95
Plumbing,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, kitchen sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,,6737.50,95
,,,,,,,,20212.50,
Tile,,,,,,,,,
Tile,Basement,Tile Installation,Install tile flooring in basement.,500 SF,$6 per SF,0.80,,5400,85
Tile,Bathroom 1,Bathroom Tile Work,"Floor tile preparation, installation, wall tile installation, shower tile, grout installation, and tile sealing.",80 SF,"$4,100 per 80 SF",0.80,,7380.00,95
,,,,,,,,12780.00,
Trims,,,,,,,,,
Trims,Bedroom 1,Bedroom Trim,"Baseboard installation, window casings, door casings, and closet trim.",100 LF,$5 per LF,0.75,,875.00,95
Trims,Living Room,Living Room Trim,"Baseboard installation, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0.75,,875.00,95
,,,,,,,,1750.00,
Walls & Ceiling,,,,,,,,,
Walls & Ceiling,Whole House,Wall Patching and Painting,Patch and paint walls throughout the house.,3000 SF,$10.3 per SF,0.70,,52635,85
,,,,,,,,52635.00,
,,,,,,,,317371.00,
,,,General Conditions (10%),,,,,31737.10,
,,,Grand Total,,,,,349108.10,
