Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Cabinets,"Install new kitchen cabinets, including base and wall cabinets, crown molding, cabinet hardware, soft-close hinges, and drawer slides. | Installation of kitchen cabinets for 16-20 linear feet.",20 LF + 16 LF,"$10,900 per UNIT",0.75,,38150.0,95.0
Kitchen Renovation,Kitchen,Kitchen Countertops,"Install new kitchen countertops, including template creation, fabrication, installation, edge treatments, and sink cutouts. | Fabrication and installation of quartz countertops.",45 SF,$97 per SF,0.75,,41291.25,95.0
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Install new kitchen backsplash, including tile preparation, installation, grout installation, tile sealing, and trim tiles. | Installation of tile backsplash.",20 SF + 10 LF,"$2,200 per UNIT",0.8,,11880.0,90.0
Kitchen Renovation,Kitchen,Kitchen Appliances,"Install kitchen appliances, including gas line connections, electrical connections, and ventilation hookups.",1 UNIT,"$1,200 per UNIT",0.75,,2100.0,90.0
Kitchen Renovation,Kitchen,Kitchen Cabinets Installation,"Installation of new kitchen cabinets, including base and wall cabinets.",20 LF,"$10,900 per UNIT",0.75,,19075.0,95.0
Living Room Renovation,Living Room,Living Room Flooring,"Install new hardwood flooring, including subfloor preparation, refinishing, trim installation, and transition strips. | Installation of engineered laminate flooring. | Installation of new hardwood flooring.",260 SF + 1500 SF + 150 SF,$6 per SF,0.75,,20055.0,90.0
Living Room Renovation,Living Room,Living Room Painting,"Prepare and paint walls and ceiling, including primer application and touch-up work. | Painting of walls and ceiling.",260 SF + 1500 SF + 150 SF,$10.3 per SF,0.75,,34423.5,90.0
Living Room Renovation,Living Room,Living Room Electrical,"Install outlets, switches, light fixtures, ceiling fans, dimmer switches, floor outlets, and wall sconces. | Installation of electrical systems including outlets and lighting. | Installation of outlets, switches, and light fixtures.",1 UNIT + 1500 SF,"$3,500 per UNIT",0.75,,18375.0,90.0
Living Room Renovation,Living Room,Living Room Trim,"Install baseboards, crown molding, window casings, door casings, and quarter round. | Installation of baseboards and crown molding.",260 LF + 1500 SF,$5 per LF,0.75,,14262.5,90.0
,,Subtotal,,,,,,445374.75,
,,General Conditions (10%),,,,,,44537.48,
,,Grand Total,,,,,,489912.23,
