Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Island Installation,Install new kitchen island with plumbing and electrical connections.,1 UNIT,"$7,600 per UNIT",0.75,,13300,90
Kitchen Renovation,Kitchen,Electrical Upgrades,"Install new GFCI outlets, pendant lighting, and under-cabinet lighting.",10 UNIT,$55 per UNIT,0.75,,962.5,85
Kitchen Renovation,Kitchen,Plumbing Upgrades,Install new sink and garbage disposal.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,85
Kitchen Renovation,Kitchen,Kitchen Island Installation,Install a new waterfall kitchen island to match existing kitchen aesthetics.,1 UNIT,"$2,400 per LF",0.75,,4200,90
Kitchen Renovation,Kitchen,Countertop Replacement,"Replace existing countertops with new quartz countertops, including waterfall edge for island.",45 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Backsplash Installation,Install new tile backsplash to match new countertops.,20 SF,"$2,200 per 10 SF",0.80,,3960,90
Kitchen Renovation,Kitchen,Electrical Reallocation,Reallocate electrical outlets and control panel due to wall removal.,1 UNIT,"$3,500 minimum",0.75,,6125,85
Kitchen Renovation,Kitchen,Wall Removal,"Remove portion of wall to open space, including structural support adjustments.",1 UNIT,"$3,300 per 10 ft",0.75,,5775,85
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including cabinet removal, countertop removal, appliance disconnection, flooring removal, backsplash removal, electrical and plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,,5775,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for existing location with 1 sink.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,95
Kitchen Renovation,Kitchen,Kitchen Electrical,"Includes rough electrical, lighting circuits, GFCI outlets, switch installation, and under-cabinet lighting.",1 UNIT,"$3,500 per UNIT",0.75,,6125,90
Kitchen Renovation,Kitchen,Kitchen Cabinets,Installation of new kitchen cabinets up to 10 FT.,1 UNIT,"$7,600 per UNIT",0.75,,13300,95
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of kitchen countertops using special formula.,45 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of kitchen backsplash tile.,10 FT,"$2,200 per 10 FT",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, and backsplash.",1 UNIT,"$3,300 per UNIT",0.75,,5775,90
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for existing kitchen location with 1 sink.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,90
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rewiring and installation of kitchen electrical including outlets, GFCI, and lighting.",1 UNIT,"$3,500 minimum",0.75,,6125,85
Kitchen Renovation,Kitchen,Kitchen Cabinets,Installation of new kitchen cabinets up to 10 linear feet.,1 UNIT,"$7,600 per UNIT",0.75,,13300,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of quartz countertops.,45 SF,"($1,500 installation + $97/sqft × SF + $2,000 material) × 1.75 markup",0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of kitchen backsplash tile.,10 LF,"$2,200 per 10 LF",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Flooring,Installation of new kitchen flooring.,100 SF,$6 per SF,0.75,,1050,85
,,,,,,,,173235.00,
Master Bathroom Renovation,,,,,,,,,
Master Bathroom Renovation,Master Bathroom,Double Vanity Installation,Install new double vanity with plumbing connections.,1 UNIT,"$8,800 per UNIT",0.75,,15400,90
Master Bathroom Renovation,Master Bathroom,Shower Installation,Install spacious shower with waterproofing and tile work.,1 UNIT,"$9,900 per UNIT",0.75,,17325,90
Master Bathroom Renovation,Master Bathroom,Bathroom Demolition,"Full gut of master bathroom including removal of old fixtures, tile, vanity, and flooring.",1 UNIT,"$3,300 per UNIT",0.75,,5775,95
Master Bathroom Renovation,Master Bathroom,Bathroom Plumbing,Full gut plumbing for bathroom with relocation.,1 UNIT,"$12,100 per UNIT",0.75,,21175,95
Master Bathroom Renovation,Master Bathroom,Bathroom Electrical,"Includes rough electrical, vanity lighting, exhaust fan installation, and GFCI outlets.",1 UNIT,"$3,500 per UNIT",0.75,,6125,90
Master Bathroom Renovation,Master Bathroom,Bathroom Tile Work,Installation of floor and wall tiles in bathroom.,80 SF,"$4,100 per 80 SF",0.80,,7380,90
Master Bathroom Renovation,Master Bathroom,Bathroom Fixtures,"Installation of double vanity, standing tub, and shower fixtures.",1 UNIT,"$9,900 per UNIT",0.75,,17325,95
,,,,,,,,90505.00,
,,,,,,,,359852.70,
,,,General Conditions (10%),,,,,35985.27,
,,,Grand Total,,,,,395837.97,
