Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
HVAC,Basement,Heat Pump and Hot Water Heater Installation,Install new electric heat pump and hot water heater in basement to replace gas-based systems.,1 UNIT,"$8,000 per UNIT",0.75,,14000.00,95
HVAC,All Bathrooms,Bathroom Exhaust Fan Ducting,Install ducting for exhaust fans in all bathrooms (four bathrooms total).,4 UNIT,$800 per UNIT,0.75,,5600.00,90
,,,,,,,,63350.00,
Painting & Wall Coverings,,,,,,,,,
Painting & Wall Coverings,Entire House,Whole-House Painting,Paint all walls and ceilings throughout entire house after full gut and new wall installation.,5000 SF,$10.3 per SF,0.75,,87500.00,95
,,,,,,,,87500.00,
Plumbing,,,,,,,,,
Plumbing,Kitchen,Kitchen Plumbing,Install new plumbing for sink and appliances.,1 UNIT,"$3,850 per unit",0.75,,6737.5,90
Plumbing,Bathroom 1,Bathroom Plumbing,"Install new plumbing for sink, toilet, and shower.",1 UNIT,"$7,700 per unit",0.75,,13475,90
Plumbing,Second Floor Kitchen,Second Floor Kitchen Plumbing,Install new plumbing for second floor kitchen sink and appliances.,1 UNIT,"$3,850 per unit",0.75,,6737.50,90
Plumbing,Bathroom 2,Bathroom 2 Plumbing,"Install new plumbing for sink, toilet, and shower for Second Floor bathroom.",1 UNIT,"$7,700 per unit",0.75,,13475.00,90
Plumbing,Bathroom 3,Bathroom 3 Plumbing,"Install new plumbing for sink, toilet, and shower for First Floor bathroom.",1 UNIT,"$7,700 per unit",0.75,,13475.00,90
Plumbing,Bathroom 4,Bathroom 4 Plumbing,"Install new plumbing for sink, toilet, and shower for Basement bathroom.",1 UNIT,"$7,700 per unit",0.75,,13475.00,90
Plumbing,Basement Bathroom,Basement Bathroom Drain Modification,Change drain for basement shower room. Relocate drain to new bathroom location.,1 UNIT,"$3,000 per UNIT",0.75,,5250.00,90
,,,,,,,,72625.00,
Structural,,,,,,,,,
Structural,Basement,Basement Structural Work - Footings and Posts,Trench work for three new footings and posts in basement. Install three new posts with footings as per structural drawings.,3 UNIT,"$8,000 per UNIT",0.75,,42000.00,95
Structural,Basement,Basement W-Beams Installation,"Install two new W-beams in basement to replace old tower portions, as per structural drawings.",2 UNIT,"$12,000 per UNIT",0.75,,42000.00,95
Structural,First Floor,First Floor Structural Work - Beams and Posts,"Install new beam, load-bearing walls, and two new posts on first floor as per structural drawings.",1 UNIT,"$15,000 per UNIT",0.75,,26250.00,95
Structural,Second Floor,Second Floor Structural Work - Beams and Load-Bearing Walls,"Install new posts, load-bearing walls, and beams on second floor as per structural drawings. Posts extend from first floor.",1 UNIT,"$15,000 per UNIT",0.75,,26250.00,95
,,,,,,,,136500.00,
Tile,,,,,,,,,
Tile,Bathroom 1,Bathroom Tile Work,Install new floor and wall tiles.,80 SF,"$4,100 per 80 SF",0.80,,7380.00,90
Tile,Bathroom 2,Bathroom 2 Tile Work,Install new floor and wall tiles for Second Floor bathroom.,80 SF,"$4,100 per 80 SF",0.80,,7380.00,90
Tile,Bathroom 3,Bathroom 3 Tile Work,Install new floor and wall tiles for First Floor bathroom.,80 SF,"$4,100 per 80 SF",0.80,,7380.00,90
Tile,Bathroom 4,Bathroom 4 Tile Work,Install new floor and wall tiles for Basement bathroom.,80 SF,"$4,100 per 80 SF",0.80,,7380.00,90
,,,,,,,,2361600.00,
Trims,,,,,,,,,
Trims,Entire House,Whole-House Trim Installation,"Install baseboards, window casings, door casings, and all trim work throughout entire house.",2000 LF,$5 per LF,0.75,,17500.00,90
,,,,,,,,17500.00,
,,,,,,,,3216628.50,
,,,General Conditions (10%),,,,,321662.85,
,,,Grand Total,,,,,3538291.35,
