Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Install tile backsplash, grout, and seal tiles.",10 LF,"$2,200 per 10 LF",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Flooring,Install new tile flooring with subfloor preparation and underlayment.,84.5 SF,$6 per SF,0.75,,888.375,90
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, and flooring.",84.5 SF,"$3,300 per unit",0.75,,5775,95
Kitchen Renovation,Kitchen,Kitchen Cabinets Installation,Installation of new kitchen cabinets.,14.7 LF,"$9,200 per unit",0.75,,16100,95
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of kitchen countertops.,36.75 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for existing kitchen location with one sink.,1 Unit,"$3,850 per unit",0.75,,6737.5,95
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rewiring and installation of kitchen electrical systems including outlets, lighting, and appliances.",84.5 SF,$17 per SF,0.75,,2508.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of kitchen backsplash tiles.,10 LF,"$2,200 per unit",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, and backsplash.",84.5 SF,"$3,300 per unit",0.75,,5775.00,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for existing location with 1 sink.,1 UNIT,"$3,850 per unit",0.75,,6737.50,90
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rewiring of kitchen including GFCI outlets, lighting circuits, and appliance connections.",84.5 SF,$17 per SF,0.75,,2508.38,90
Kitchen Renovation,Kitchen,Kitchen Cabinets,Installation of semi-custom kitchen cabinets.,10 LF,$850 per LF,0.75,,14875.00,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of quartz countertops.,25 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of tile backsplash.,10 LF,"$2,200 per unit",0.80,,3960.00,90
Kitchen Renovation,Kitchen,Kitchen Flooring,Installation of new tile flooring.,84.5 SF,"$2,800 per unit",0.80,,5040.00,90
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including cabinet removal, countertop removal, appliance disconnection, flooring removal, backsplash removal, electrical and plumbing disconnection, debris removal, and protection of adjacent areas.",85 SF,"$3,300 per UNIT",0.75,,5775,90
Kitchen Renovation,Kitchen,Kitchen Plumbing,Full gut plumbing for existing location with 1 sink.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,90
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rewiring and installation of kitchen electrical including lighting circuits, GFCI outlets, and under-cabinet lighting.",85 SF,$17 per SF,0.75,,2523.75,85
Kitchen Renovation,Kitchen,Kitchen Cabinets,Installation of standard kitchen cabinets up to 8ft.,8 LF,$600 per LF,0.75,,8400,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of quartz countertops.,20 SF,$97 per SF,0.75,,13763.75,90
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of kitchen backsplash tile.,10 LF,"$1,650 per 10 LF",0.80,,2970,85
Kitchen Renovation,Kitchen,Kitchen Flooring,Installation of new kitchen flooring.,85 SF,$6 per SF,0.75,,892.5,85
,,,,,,,,229421.13,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,559 SF,$6 per SF,0.75,,5861.25,85
Living Room Renovation,Living Room,Living Room Painting,Painting of walls and ceiling.,559 SF,$10.3 per SF,0.75,,10073.25,85
Living Room Renovation,Living Room,Living Room Electrical,"Installation of outlets, switches, and light fixtures.",559 SF,$17 per SF,0.75,,14163,85
Living Room Renovation,Living Room,Living Room Flooring,Install new hardwood flooring with subfloor preparation and trim installation.,559 SF,$6 per SF,0.75,,5867.25,90
Living Room Renovation,Living Room,Living Room Painting,Prepare and paint walls and ceiling.,559 SF,$10.3 per SF,0.75,,10089.675,90
Living Room Renovation,Living Room,Living Room Electrical,"Install outlets, switches, light fixtures, and ceiling fans.",1 UNIT,"$3,500 per UNIT",0.75,,6125,90
Living Room Renovation,Living Room,Living Room Trim,"Install baseboards, crown molding, window casings, and door casings.",559 LF,$5 per LF,0.75,,4891.25,90
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,559 SF,$6 per SF,0.75,,5867.25,90
Living Room Renovation,Living Room,Living Room Painting,Painting of walls and ceiling.,559 SF,$10.3 per SF,0.75,,10073.78,90
Living Room Renovation,Living Room,Living Room Electrical,Installation of new electrical fixtures including outlets and lighting.,559 SF,$17 per SF,0.75,,16673.25,90
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,559 SF,$6 per SF,0.75,,5867.25,85
Living Room Renovation,Living Room,Living Room Painting,Painting of living room walls and ceiling.,559 SF,$10.3 per SF,0.75,,10082.25,85
Living Room Renovation,Living Room,Living Room Electrical,"Installation of living room electrical including outlets, switches, and light fixtures.",559 SF,$17 per SF,0.75,,16692.75,85
,,,,,,,,122327.21,
,,,,,,,,741306.08,
,,,General Conditions (10%),,,,,74130.61,
,,,Grand Total,,,,,815436.69,
