Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Trims,Living Room,Trim Installation,Installation of baseboards and crown molding.,136 LF,$5 per LF,0.00,,700.00,85
,,,,,,,,1190.00,
Waterproofing,,,,,,,,,
Waterproofing,Bathroom 1,Waterproofing,Installation of waterproofing membrane on floors and walls.,42 SF,"$1,900 per unit",0.00,,1900.00,95
,,,,,,,,3135.00,
Structural & Framing,Extension,Home Extension - Foundation & Framing,"16x28 home extension (448 SF total) - Foundation work, framing, structural work for first and second floor extension.",448 SF,$150 per SF,0.00,,67200.00,95
Roofing,Extension,Roofing for Extension,"Install new roof for extension area, match existing roof style and materials.",448 SF,$12 per SF,0.00,,5376.00,95
Siding & Exterior,Extension,Siding for Extension,Install siding to match existing home exterior for extension.,600 SF,$8 per SF,0.00,,4800.00,90
Windows,Extension,Window Installation,Install 5 new windows for extension (including bay window).,5 UNIT,"$1,200 per UNIT",0.00,,6000.00,95
Demolition,Living Room,Chimney Removal,"Remove existing chimney (full height), structural work, and roof patching.",1 UNIT,"$5,500 per UNIT",0.00,,5500.00,95
HVAC,Entire House,HVAC System Upgrade,Convert single zone to two zone system. Install new HVAC unit for second floor in attic. Ductwork modifications.,1 UNIT,"$12,000 per UNIT",0.00,,12000.00,95
Solar,Roof,Solar Panel Removal and Reinstallation,Remove existing solar panels and reinstall on new roof extension. Electrical connections.,1 UNIT,"$4,500 per UNIT",0.00,,4500.00,95
Deck & Exterior,Exterior,Deck Extension,"Extend existing deck, move deck door, new deck framing and structure.",200 SF,$25 per SF,0.00,,5000.00,90
Plumbing,Master Closet,Laundry Relocation,Move washer-dryer from current location to master closet area. Plumbing and electrical connections.,1 UNIT,"$2,200 per UNIT",0.00,,2200.00,90
Cabinetry & Storage,Master Bedroom,Master Closet Relocation,Move master closet to new location in extension. New closet construction and organization systems.,1 UNIT,"$5,500 per UNIT",0.00,,5500.00,90
Demolition,Garage,Garage Wall Removal,Remove wall to create open space between garage and living area. Structural modifications.,1 UNIT,"$2,200 per UNIT",0.00,,2200.00,90
Cabinetry & Storage,Garage,Garage Closet Installation,Install closet/storage in garage area (drop zone).,1 UNIT,"$1,650 per UNIT",0.00,,1650.00,85
Painting & Wall Coverings,Entire House,Full House Painting,Paint entire house interior (walls and ceilings) as mentioned in transcript.,2500 SF,$4.5 per SF,0.00,,11250.00,90
Electrical,Extension,Electrical for Extension,"Electrical work for new extension spaces - outlets, switches, lighting.",448 SF,$8 per SF,0.00,,3584.00,90
Flooring,Extension,Flooring for Extension,Install hardwood flooring in new extension spaces to match existing.,448 SF,$6 per SF,0.00,,2688.00,90
Drywall & Insulation,Extension,Drywall and Insulation for Extension,"Install insulation, drywall, and finishing for extension spaces.",1200 SF,$4.5 per SF,0.00,,6750.00,90
Plumbing,Master Bathroom,Tub to Shower Conversion,"Remove existing tub and convert to full stand-in shower. Extend shower area, install new fixtures and plumbing.",1 UNIT,"$7,700 per UNIT",0.00,,7700.00,95
Tile,Master Bathroom,Master Bathroom Tile Work,Install new tile for shower walls and floor. Complete bathroom tile renovation.,120 SF,"$2,600 per UNIT",0.00,,2600.00,95
Demolition,Master Bathroom,Master Bathroom Demolition,"Remove existing tub, fixtures, tile, and finishes for master bathroom renovation.",1 UNIT,"$2,200 per UNIT",0.00,,2200.00,95
Electrical,Master Bathroom,Master Bathroom Electrical,"Update electrical for master bathroom - lighting, fixtures, and outlets.",1 UNIT,"$3,500 per UNIT",0.00,,3500.00,90
Plumbing,Common Bathroom,Tub to Shower Conversion,Remove existing tub and install family shower. Convert tub to walk-in shower for accessibility.,1 UNIT,"$7,700 per UNIT",0.00,,7700.00,95
Tile,Common Bathroom,Common Bathroom Tile Work,Install new tile for shower and floor. Complete bathroom tile renovation.,80 SF,"$2,600 per UNIT",0.00,,2080.00,95
Demolition,Common Bathroom,Common Bathroom Demolition,"Remove existing tub, fixtures, tile, and finishes for common bathroom renovation.",1 UNIT,"$2,200 per UNIT",0.00,,2200.00,95
Electrical,Common Bathroom,Common Bathroom Electrical,"Update electrical for common bathroom - lighting, fixtures, and outlets.",1 UNIT,"$3,500 per UNIT",0.00,,3500.00,90
Waterproofing,Master Bathroom,Master Bathroom Waterproofing,Install waterproofing membrane for master bathroom shower.,60 SF,"$1,900 per UNIT",0.00,,1900.00,90
Waterproofing,Common Bathroom,Common Bathroom Waterproofing,Install waterproofing membrane for common bathroom shower.,50 SF,"$1,900 per UNIT",0.00,,1900.00,90
,,,,,,,,242044.43,
,,,General Conditions (10%),,,,,0.00,
,,,Grand Total,,,,,242044.43,
