Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Plumbing,1st Floor New Extension - New Bathroom,Plumbing,"1st Floor New Extension - New Bathroom -Supply and install new water and waste line to main water supply and drainage at new locations. -Supply and install new water and waste rough-in for sink at new locations. -Install toilet, sink, faucet, and shower fixtures at new locations. -Supply and install lead pan or PVC liner for the new shower area. -Install new shut-off valves. -Supply and install fireproofing at all floor and wall penetrations. *Plumbing fixtures and finishes are not included *All plumbing work to be done by a licensed insured plumber *Includes pipe insulation on all waterlines",1 UNIT,"$9,900.00 per UNIT",0.00,,9900.00,90
Plumbing,Exterior,Slab-on-Grade Construction,"New Extension Area (Approx. 600 SF) -Prepare subgrade inside foundation perimeter by verifying compaction and elevation of granular base material. -Supply and install a minimum 4"" thick compacted crushed stone or gravel base across the entire slab area. -Supply and install 6 mil polyethylene vapor barrier over the stone base, properly lapped and sealed at seams. -Furnish and place slab reinforcement (e.g., welded wire mesh or rebar) per structural design. -Provide sleeves and block-outs for underslab plumbing, electrical, and mechanical penetrations. -Supply, pour, and finish 4"" thick reinforced concrete slab with hand-trowel or power-float finish, per specifications.",600 SF,$20.00 per SF,0.00,,12000.00,90
,,,,,,,,55125.00,
Structural & Framing,,,,,,,,,
Structural & Framing,Exterior,Custom Item,"Roof Installation -Frame new dormer walls using 2x6 wood studs, securely tied into existing rafters and ceiling joists. -Supply and install new dormer rafters, ridge beam, jack rafters, and ties as required for structural support. Sheath dormer walls and roof with exterior-grade plywood or OSB. -Supply and install roof sheathing over the entire roof area (including dormer) with exterior-grade plywood or OSB. -Supply and Install synthetic underlayment or peel-and-stick membrane over all roof surfaces for weather protection. -Flash and trim dormer connections, roof edges, and penetrations with metal flashing and PVC or wood trim as required. -Supply and install roof insulation within dormer wall and roof cavities per code.",1 UNIT,"$25,000.00 per UNIT",0.00,,25000.00,90
,,,,,,,,43750.00,
Tile,,,,,,,,,
Tile,1st Floor New Extension - New Bathroom,Tile floor installation,"1st Floor New Extension - New Bathroom -Prepare the subfloor, ensuring it is suitable for tile installation. -Installation of new floor tiles throughout the bathroom. -Supply and apply new grout. -Installation of grout sealer on all grout joints. *Tiles and saddles are not included",1 UNIT,"$2,000.00 per UNIT",0.00,,2000.00,90
,,,,,,,,3600.00,
Waterproofing,,,,,,,,,
Waterproofing,1st Floor New Extension - New Bathroom,Waterproofing,1st Floor New Extension - New Bathroom -Supply and Install new waterproofing membrane on bathroom walls and bathroom floor.,1 UNIT,"$2,100.00 per UNIT",0.00,,2100.00,90
,,,,,,,,3675.00,
Windows,,,,,,,,,
Windows,Exterior,New Windows Installation,New Extension Area -Installation of (18) new windows throughout the new extension area. -Installation of (1) new baywindow in the new extension area. *Windows and Hardware not included,6 UNIT,"$1,200.00 per UNIT",0.00,,7200.00,90
,,,,,,,,12600.00,
,,,,,,,,102500.00,
,,,General Conditions (10%),,,,,0.00,
,,,Grand Total,,,,,102500.00,
