Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Doors,Parlor/Ground/Upper Floors,New pocket doors and door enlargements (allowance),Pocket door installations and selective door enlargements per plans; protect existing landmark casings.,1 UNIT,12000,0.75,Standard,21000.0,85.0
Structural & Concrete,Cellar,Cellar trenching for new services,Trench cellar floor front-to-back for new service lines; haul/dispose; patch concrete.,1 UNIT,8500,0.75,Standard,14875.0,90.0
Structural & Concrete,Cellar,Temporary shoring in cellar,Provide temporary shoring per structural requirements during trenching and MEP work.,1 UNIT,3500,0.75,Standard,6125.0,85.0
Millwork,Throughout,Interior window wood jambs and panel details,Provide new wood jambs and panel detail below interior windows per design intent.,1 UNIT,6000,0.75,Standard,10500.0,85.0
Millwork,Closets,Custom closet systems and shelving (allowance),"Custom millwork for closets incl. shelving, hanging rods, finishes; final layout TBD.",1 UNIT,9000,0.75,Standard,15750.0,80.0
Accessories,Living/Bedrooms,Palladian blackout shades (allowance),Supply and install surface-mounted blackout shades per room-by-room notes.,1 UNIT,4500,0.75,Standard,7875.0,80.0
Electrical - Low Voltage,Mechanical/General,Lighting/shade control panels allowance,Provide and locate lighting control and shade control panels per coordination.,1 UNIT,3000,0.75,Standard,5250.0,80.0
Exterior,Rear Yard,Rear yard slab removal and new layout,"Remove existing slab and install new rear yard layout per plan, incl. grading and finishes (allowance).",1 UNIT,15000,0.75,Standard,26250.0,80.0
Exterior,Terrace,Replace terrace and stair per plans,Remove and replace existing terrace and stair with new per drawings (allowance).,1 UNIT,18000,0.75,Standard,31500.0,80.0
Exterior,Façade,Fire escape removal (conditional on CCD-1),Remove fire escape upon CCD-1 approval; patch/repair as required (allowance).,1 UNIT,6000,0.75,Standard,10500.0,80.0
General Requirements,Project,Landmark/permit/expediter fees (allowance),"Allowances for Landmarks review/approvals, DOB permits, and expediter services.",1 UNIT,12000,0.75,Standard,21000.0,85.0
