Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Install rough plumbing, kitchen sink, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,$2000 per UNIT,0.75,nan,3500.0,90.0
Kitchen Renovation,Kitchen,Kitchen Electrical,"Install rough electrical, lighting circuits, under-cabinet lighting, GFCI outlets, switches, and panel upgrades.",1 UNIT,$3000 per UNIT,0.75,nan,5250.0,90.0
Kitchen Renovation,Kitchen,Kitchen Flooring,"Install engineered hardwood flooring, including subfloor preparation, underlayment, and trim.",19 m²,$100 per m²,0.75,nan,3325.0,90.0
Kitchen Renovation,Kitchen,Kitchen Cabinets,"Install base and wall cabinets, including crown molding and hardware.",13 LF,$500 per LF,0.75,nan,11375.0,90.0
Kitchen Renovation,Kitchen,Kitchen Countertops,"Install quartzite countertops, including template creation, fabrication, and installation.",19 m²,"($1,500 + $97×19 + $2,000) × 1.75",0.75,nan,13763.75,90.0
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Install tile backsplash, including grout and sealing.",10 m²,$80 per m²,0.8,nan,1440.0,90.0
Kitchen Renovation,Kitchen,Kitchen Appliances,"Install appliances, including electrical and gas connections.",1 UNIT,$1500 per UNIT,0.75,nan,2625.0,90.0
Kitchen Renovation,Kitchen,Kitchen Finishing,"Touch-up painting, hardware installation, final cleanup, caulking, and sealing.",1 UNIT,$1000 per UNIT,0.75,nan,1750.0,90.0
,,,,,,,,44691.25,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Living Room Flooring,"Install engineered hardwood flooring, including subfloor preparation, underlayment, and trim.",41 m²,$100 per m²,0.75,nan,7175.0,90.0
Living Room Renovation,Living Room,Living Room Painting,"Prepare walls, apply primer, paint walls and ceiling, and touch-up work.",41 m²,$20 per m²,0.75,nan,1435.0,90.0
Living Room Renovation,Living Room,Living Room Electrical,"Install outlets, switches, light fixtures, ceiling fans, and dimmer switches.",1 UNIT,$2000 per UNIT,0.75,nan,3500.0,90.0
Living Room Renovation,Living Room,Living Room Trim,"Install baseboards, crown molding, window casings, door casings, and quarter round.",41 m²,$15 per m²,0.75,nan,1076.25,90.0
,,,,,,,,13186.25,
Trim & Finish,,,,,,,,,
Trim & Finish,Entire House,Remove Crown Molding and Install New Baseboards,"Remove all existing crown molding throughout the house and install new baseboards, including caulking and painting.",236.7 m²,$25 per m²,0.75,,10355.625,85.0
,,,,,,,,10355.62,
Whole House Flooring,,,,,,,,,
Whole House Flooring,Entire House (beyond Kitchen & Living),Engineered Hardwood Flooring - Remaining Areas,"Install engineered hardwood flooring in remaining house areas (bedrooms, halls, other spaces), including subfloor prep, underlayment, and trim.",176.7 m²,$100 per m²,0.75,,30922.5,85.0
,,,,,,,,30922.50,
,,,,,,,,251115.76,
,,,General Conditions (10%),,,,,25111.58,
,,,Grand Total,,,,,276227.33,
