Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Electrical,Basement,Rewire Basement,Rewire the basement for better electrical organization.,500 SF,$17 per SF,0.75,,14875,90
Electrical,Bathroom,Bathroom Electrical,Installation of bathroom electrical systems including GFCI outlets and lighting.,33 SF,$17 per SF,0.75,,984.375,90
,,,,,,,,34534.38,
First Floor Renovation,,,,,,,,,
First Floor Renovation,First Floor,New Washer/Dryer Room,Install a new washer/dryer room.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,85
First Floor Renovation,First Floor,Remove Mud Room,Remove the mud room to expand the kitchen.,1 UNIT,"$2,500 per UNIT",0.75,,4375,85
,,,,,,,,11112.50,
Flooring,,,,,,,,,
Flooring,Attic,Floor Installation,Install new flooring in the attic.,500 SF,$6 per SF,0.75,,5250,85
Flooring,Kitchen,Kitchen Flooring,Installation of new hardwood flooring.,205 SF,$6 per SF,0.75,,2156.25,90
Flooring,Bedroom,Bedroom Flooring,Installation of new hardwood flooring.,50 SF,$6 per SF,0.75,,525,90
Flooring,First Floor,Level Floors,Level the floors with the extension height of 5 inches.,1319 SF,$6 per SF,0.75,,13840.5,90
Flooring,Living Room,Living Room Flooring,Installation of new hardwood flooring.,246 SF,$6 per SF,0.75,,2587.5,90
Flooring,Second Floor,Install New Floors,Install new floors throughout the second floor.,1000 SF,$6 per SF,0.75,,10500,85
,,,,,,,,34859.25,
General Requirements,,,,,,,,,
General Requirements,General,Commercial Cleaning,Post-construction commercial cleaning.,1 UNIT,"$2,750 per UNIT",0.75,,4812.5,95
General Requirements,Entire House,Commercial Cleaning,Post-construction cleaning of entire house.,1319 SF,"$1,925 per UNIT",0.75,,3368.75,85
,,,,,,,,8181.25,
Heating and Cooling,,,,,,,,,
Heating and Cooling,General,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$8,250 per UNIT",0.60,,13200,85
,,,,,,,,13200.00,
Painting & Wall Coverings,,,,,,,,,
Painting & Wall Coverings,Bedroom,Bedroom Painting,Painting of walls and ceiling.,155 SF,$10.3 per SF,0.75,,2790.9375,85
Painting & Wall Coverings,Living Room,Living Room Painting,Painting of walls and ceiling.,462 SF,$10.3 per SF,0.75,,8323.125,85
,,,,,,,,11114.06,
Plumbing,,,,,,,,,
Plumbing,Kitchen,Kitchen Plumbing,Full gut plumbing for existing location with 1 sink.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,95
Plumbing,Bathroom,Bathroom Plumbing,Full gut plumbing for existing location.,1 UNIT,"$7,700 per UNIT",0.75,,13475,95
,,,,,,,,20212.50,
Second Floor Renovation,,,,,,,,,
Second Floor Renovation,Second Floor,Change Bedroom Layout,Change the layout of the two bedrooms.,2 UNIT,"$2,500 per UNIT",0.75,,8750,85
,,,,,,,,8750.00,
Tile,,,,,,,,,
Tile,Basement,Tile Installation,Install new tile flooring in the basement.,500 SF,$6 per SF,0.80,,5400,90
Tile,Bathroom,Bathroom Tile Work,Installation of bathroom floor and wall tiles.,33 SF,"$2,600 per 60 SF",0.80,,4680,90
,,,,,,,,10080.00,
Walls & Ceiling,,,,,,,,,
Walls & Ceiling,General,Patch and Paint Walls,Patch and paint walls throughout the house.,3509 SF,$10.3 per SF,0.70,,61712.55,90
,,,,,,,,61712.55,
,,,,,,,,315952.74,
,,,General Conditions (10%),,,,,31595.27,
,,,Grand Total,,,,,347548.01,
