Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including cabinet removal, countertop removal, appliance disconnection, flooring removal, backsplash removal, electrical and plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,,5775.00,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,,6737.50,95
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rough electrical wiring, installation of kitchen lighting circuits, under-cabinet lighting, GFCI outlets, switch installation, panel upgrades, range hood electrical, kitchen island electrical, pendant light installation, and dimmer switches.",1 UNIT,"$3,500 per UNIT",0.75,,6125.00,95
Kitchen Renovation,Kitchen,Kitchen Cabinets,"Installation of kitchen cabinets including base and wall cabinets, crown molding, cabinet hardware, soft-close hinges, and drawer slides.",11 LF,"$9,200 per UNIT",0.75,,16100.00,90
Kitchen Renovation,Kitchen,Kitchen Countertops,"Fabrication and installation of kitchen countertops including template creation, edge treatments, and sink cutouts.",45 SF,$97 per SF,0.75,,13763.75,90
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Installation of kitchen backsplash including tile preparation, tile installation, grout installation, tile sealing, and trim tiles.",10 LF,"$2,200 per UNIT",0.80,,3960.00,90
,,,,,,,,275008.88,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,248 SF,$6 per SF,0.75,,2604,90
Living Room Renovation,Living Room,Living Room Painting,Painting of walls and ceiling.,248 SF,$10.3 per SF,0.75,,4467,85
Living Room Renovation,Living Room,Living Room Electrical,"Installation of outlets, switches, light fixtures, ceiling fans.",1 UNIT,"$3,500 minimum",0.75,,6125,85
Living Room Renovation,Living Room,Living Room Flooring,Install new hardwood flooring.,248 SF,$6 per SF,0.75,,2604,90
Living Room Renovation,Living Room,Living Room Painting,Paint walls and ceiling.,514 SF,$10.3 per SF,0.75,,9299.25,90
Living Room Renovation,Living Room,Living Room Electrical,"Install new outlets, switches, and light fixtures.",1 UNIT,"$3,500 per UNIT",0.75,,6125,90
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,248 SF,$6 per SF,0.75,,2604,95
Living Room Renovation,Living Room,Living Room Painting,Painting of walls and ceiling.,248 SF,$10.3 per SF,0.75,,4473.6,95
Living Room Renovation,Living Room,Living Room Electrical,"Installation of new outlets, switches, and light fixtures.",248 SF,$17 per SF,0.75,,7398,95
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,248 SF,$6 per SF,0.75,,2604,90
Living Room Renovation,Living Room,Living Room Painting,Painting of living room walls and ceiling.,248 SF,$10.3 per SF,0.75,,4479,85
Living Room Renovation,Living Room,Living Room Electrical,"Installation of outlets, switches, and light fixtures.",1 UNIT,"$3,500 minimum",0.75,,6125,85
Living Room Renovation,Living Room,Living Room Flooring,"Installation of new hardwood flooring including subfloor preparation, trim installation, and transition strips.",248 SF,$6 per SF,0.75,,2604.00,90
Living Room Renovation,Living Room,Living Room Painting,"Wall preparation, primer application, painting of walls and ceiling, and touch-up work.",514 SF,$10.3 per SF,0.75,,9283.05,90
Living Room Renovation,Living Room,Living Room Electrical,"Installation of outlets, switches, light fixtures, ceiling fans, dimmer switches, and floor outlets.",1 UNIT,"$3,500 per UNIT",0.75,,6125.00,90
,,,,,,,,76919.90,
,,,,,,,,558272.58,
,,,General Conditions (10%),,,,,55827.26,
,,,Grand Total,,,,,614099.84,
