Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Rough plumbing and installation of kitchen sink, garbage disposal, and water supply lines.",1 UNIT,"$3,850 per UNIT",0.75,,6737.5,85
Kitchen Renovation,Kitchen,Kitchen Electrical,"Installation of kitchen lighting circuits, GFCI outlets, and under-cabinet lighting.",1 UNIT,"$3,500 per UNIT",0.75,,6125,85
Kitchen Renovation,Kitchen,Kitchen Flooring,"Installation of new kitchen flooring, estimated 100 SF.",100 SF,$6 per SF,0.75,,1050,85
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of kitchen backsplash tile.,10 LF,"$1,650 per 10 LF",0.80,,2970,85
,,,,,,,,169917.50,
Master Bathroom Renovation,,,,,,,,,
Master Bathroom Renovation,Master Bathroom,Bathroom Demolition,Full gut of existing bathroom to prepare for new installations.,80 SF,"$3,300",0.75,,5775,90
Master Bathroom Renovation,Master Bathroom,Double Vanity Installation,Install new double vanity with plumbing connections.,1 UNIT,"$4,950",0.75,,8662.5,85
Master Bathroom Renovation,Master Bathroom,Shower Installation,Install new spacious shower with waterproofing and tile work.,1 UNIT,"$9,900",0.75,,17325,90
Master Bathroom Renovation,Master Bathroom,Bathroom Demolition,"Full gut of bathroom including removal of old fixtures, tile, vanity, flooring, and debris removal.",1 UNIT,"$3,300 per UNIT",0.75,,5775,95
Master Bathroom Renovation,Master Bathroom,Bathroom Plumbing,"Full gut plumbing including rough plumbing, toilet installation, sink installation, shower/tub installation, supply lines, drain lines, and vent lines.",1 UNIT,"$9,900 per UNIT",0.75,,17325,90
Master Bathroom Renovation,Master Bathroom,Bathroom Electrical,"Rough electrical including vanity lighting, exhaust fan installation, GFCI outlets, switch installation, mirror lighting, and heated floor electrical.",1 UNIT,"$3,500 per UNIT",0.75,,6125,90
Master Bathroom Renovation,Master Bathroom,Bathroom Tile Work,"Installation of floor and wall tiles including shower tile, grout installation, and tile sealing.",100 SF,"$4,100 per 80-100 sf",0.80,,7380,90
Master Bathroom Renovation,Master Bathroom,Bathroom Waterproofing,"Installation of waterproofing for floors and walls including shower pan, waterproof membrane, backer board, and vapor barriers.",1 UNIT,"$2,250 per UNIT",0.65,,3712.5,90
,,,,,,,,72080.00,
,,,,,,,,331652.00,
,,,General Conditions (10%),,,,,33165.20,
,,,Grand Total,,,,,364817.20,
