Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Demolition,Bathroom,Bathroom Demolition,"Full gut of bathroom including removal of fixtures, tile, and flooring.",33 SF,"$2,200 per UNIT",0.75,nan,3850.0,95.0
Demolition,Bathroom 1,Bathroom Demolition,"Full gut of bathroom including removal of old fixtures, tile, vanity, flooring, and debris removal.",1 UNIT,"$2,200 per UNIT",0.75,nan,3850.0,95.0
Demolition,Second Floor,Full Gut Bathrooms,Full gut renovation of primary and secondary bathrooms.,2 UNIT,"$9,900 per UNIT",0.75,nan,34650.0,90.0
Demolition,Second Floor,Full Gut Primary Bathroom,Full gut and renovation of primary bathroom.,1 UNIT,"$9,900 per UNIT",0.75,nan,17325.0,95.0
Demolition,Bedroom 1,Bedroom Flooring,"Subfloor preparation, installation of hardwood flooring, transition strips, and closet flooring.",387 SF,$6 per SF,0.75,nan,4056.75,95.0
Demolition,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, backsplash, electrical disconnection, plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,nan,5775.0,95.0
Demolition,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, and backsplash.",205 SF,"$3,300 per UNIT",0.75,nan,5775.0,95.0
Demolition,Living Room,Living Room Flooring,"Subfloor preparation, installation of hardwood flooring, refinishing, trim installation, and transition strips.",200 SF,$6 per SF,0.75,nan,2100.0,95.0
,,,,,,,,110106.75,
Doors,,,,,,,,,
Doors,First Floor,Sliding Door Installation,Replace window with sliding door on front balcony.,1 UNIT,"$1,500 per UNIT",0.75,nan,2625.0,85.0
Doors,First Floor,Replace Window with Sliding Door,Replace the window in the front balcony with a sliding door.,1 UNIT,"$2,500 per UNIT",0.75,nan,4375.0,85.0
Doors,First Floor,Replace Window with Sliding Door,Replace the window in the front balcony with a sliding door.,1 UNIT,"$2,500 per UNIT",0.75,nan,4375.0,85.0
Doors,Attic,Barn Door Installation,Install a barn door in the attic.,1 UNIT,"$1,320 per UNIT",0.75,nan,2310.0,85.0
Doors,Attic,Barn Door Installation,Install barn door in attic.,1 UNIT,"$1,320 per UNIT",0.75,nan,2310.0,85.0
Doors,Attic,Barn Door Installation,Install barn door in the attic.,1 UNIT,"$1,320 per UNIT",0.75,nan,2310.0,85.0
,,,,,,,,18305.00,
Electrical,,,,,,,,,
Electrical,Basement,Rewire Basement,Rewire the basement for better electrical organization.,500 SF,$17 per SF,0.75,nan,14875.0,90.0
Electrical,Basement,Rewire Basement,Rewire the basement for better electrical organization.,548.6 SF,$17 per SF,0.75,nan,16347.45,90.0
Electrical,Bathroom,Bathroom Electrical,Installation of bathroom electrical systems including GFCI outlets and lighting.,33 SF,$17 per SF,0.75,nan,984.375,90.0
Electrical,Bedroom,Bedroom Electrical,"Installation of outlets, switches, and light fixtures.",50 SF,$17 per SF,0.75,nan,893.75,90.0
Electrical,Whole House,Electrical Rewiring,Rewire the whole house for better electrical organization.,2046 SF,$17 per SF,0.75,nan,60817.5,90.0
Electrical,Kitchen,Kitchen Electrical,"Rewiring and installation of kitchen electrical systems including outlets, GFCI, and lighting.",205 SF,$17 per SF,0.75,nan,6118.75,90.0
Electrical,Living Room,Living Room Electrical,"Installation of outlets, switches, and light fixtures.",246 SF,$17 per SF,0.75,nan,7331.25,90.0
Electrical,First Floor,Replace Lights,Replace lights throughout the first floor.,10 UNIT,$165 per UNIT,0.75,nan,2887.5,85.0
Electrical,First Floor,Replace Lights,Replace lights throughout the first floor.,10 UNIT,$165 per UNIT,0.75,nan,2887.5,90.0
Electrical,Attic,Lights Installation,Install new lights in the attic.,5 UNIT,$165 per UNIT,0.75,nan,1443.75,85.0
Electrical,Attic,Lights Installation,Install lights in the attic.,5 UNIT,$165 per UNIT,0.75,nan,1443.75,90.0
Electrical,Garage,Lighting Replacement,Replace existing lighting fixtures in the garage.,3 UNIT,$165 per UNIT,0.75,nan,866.25,85.0
,,,,,,,,116896.82,
First Floor Renovation,,,,,,,,,
First Floor Renovation,First Floor,New Washer/Dryer Room,Install a new washer/dryer room.,1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,85.0
First Floor Renovation,First Floor,New Washer/Dryer Room,Install new washer and dryer room.,1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,85.0
First Floor Renovation,First Floor,Remove Mud Room,Remove the mud room to expand the kitchen.,1 UNIT,"$2,500 per UNIT",0.75,nan,4375.0,85.0
First Floor Renovation,First Floor,Remove Mud Room,Remove the mud room to expand kitchen area.,1 UNIT,"$2,500 per UNIT",0.75,nan,4375.0,85.0
,,,,,,,,22225.00,
Flooring,,,,,,,,,
Flooring,Bedroom,Bedroom Flooring,Installation of new hardwood flooring.,50 SF,$6 per SF,0.75,nan,525.0,90.0
Flooring,First Floor,Level Floors,Level the floors with the extension height of 5 inches.,1319 SF,$6 per SF,0.75,nan,13840.5,90.0
Flooring,First Floor,Level Floors,Level floors with the extension height of 5 inches.,548.6 SF,$6 per SF,0.75,nan,5754.45,90.0
Flooring,Attic,Floor Installation,Install new flooring in the attic.,500 SF,$6 per SF,0.75,nan,5250.0,85.0
Flooring,First Floor,Hardwood Floor Installation,Install new hardwood flooring throughout the first floor.,1000 SF,$6 per SF,0.75,nan,10500.0,85.0
Flooring,Second Floor,Floor Installation,Install new flooring throughout the second floor.,1000 SF,$6 per SF,0.75,nan,10500.0,85.0
Flooring,Attic,Floor Installation,Install new flooring in the attic.,548.6 SF,$6 per SF,0.75,nan,5754.45,90.0
Flooring,Kitchen,Kitchen Flooring,Installation of new hardwood flooring.,205 SF,$6 per SF,0.75,nan,2156.25,90.0
Flooring,Living Room,Living Room Flooring,Installation of new hardwood flooring.,246 SF,$6 per SF,0.75,nan,2587.5,90.0
Flooring,Second Floor,Install New Floors,Install new floors throughout the second floor.,1000 SF,$6 per SF,0.75,nan,10500.0,85.0
Flooring,Second Floor,Install New Floors,Install new floors throughout the second floor.,548.6 SF,$6 per SF,0.75,nan,5754.45,90.0
,,,,,,,,73122.60,
General Requirements,,,,,,,,,
General Requirements,General,Commercial Cleaning,Post-construction commercial cleaning.,1 UNIT,"$2,750 per UNIT",0.75,nan,4812.5,95.0
General Requirements,Entire House,Commercial Cleaning,Post-construction cleaning of entire house.,1319 SF,"$1,925 per UNIT",0.75,nan,3368.75,85.0
General Requirements,Entire House,Commercial Cleaning,Post-construction cleaning for the entire house.,1 UNIT,"$2,750 per UNIT",0.75,nan,4812.5,95.0
General Requirements,General,Commercial Cleaning,Post-construction commercial cleaning.,1 UNIT,"$2,750 per UNIT",0.75,nan,4812.5,95.0
,,,,,,,,17806.25,
Heating and Cooling,,,,,,,,,
Heating and Cooling,General,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$8,250 per UNIT",0.6,nan,13200.0,85.0
Heating and Cooling,Whole House,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$16,500 per UNIT",0.6,nan,26400.0,85.0
Heating and Cooling,General,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$16,500 per UNIT",0.6,nan,26400.0,85.0
,,,,,,,,66000.00,
Painting & Wall Coverings,,,,,,,,,
Painting & Wall Coverings,Bedroom,Bedroom Painting,Painting of walls and ceiling.,155 SF,$10.3 per SF,0.75,nan,2790.9375,85.0
Painting & Wall Coverings,Bedroom 1,Bedroom Painting,"Wall preparation, primer application, paint walls, paint ceiling, and closet painting.",432 SF,$10.3 per SF,0.75,nan,7788.0,95.0
Painting & Wall Coverings,Living Room,Living Room Painting,Painting of walls and ceiling.,462 SF,$10.3 per SF,0.75,nan,8323.125,85.0
Painting & Wall Coverings,Living Room,Living Room Painting,"Wall preparation, primer application, paint walls, paint ceiling, and touch-up work.",400 SF,$10.3 per SF,0.75,nan,7210.0,95.0
,,,,,,,,26112.06,
Plumbing,,,,,,,,,
Plumbing,Bathroom 1,Bathroom Plumbing,"Full gut plumbing replacement for existing location, including rough plumbing, toilet installation, sink installation, shower/tub installation, supply lines, drain lines, and vent lines.",1 UNIT,"$7,700 per UNIT",0.75,nan,13475.0,95.0
Plumbing,Bathroom,Bathroom Plumbing,Full gut plumbing for existing location.,1 UNIT,"$7,700 per UNIT",0.75,nan,13475.0,95.0
Plumbing,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, kitchen sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,95.0
Plumbing,Kitchen,Kitchen Plumbing,Full gut plumbing for existing location with 1 sink.,1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,95.0
,,,,,,,,40425.00,
Second Floor Renovation,,,,,,,,,
Second Floor Renovation,Second Floor,Change Bedroom Layout,Change the layout of the two bedrooms.,2 UNIT,"$2,500 per UNIT",0.75,nan,8750.0,85.0
Second Floor Renovation,Second Floor,Change Bedroom Layout,Change the layout of the two bedrooms.,2 UNIT,"$2,500 per UNIT",0.75,nan,8750.0,85.0
,,,,,,,,17500.00,
Tile,,,,,,,,,
Tile,Basement,Tile Installation,Install new tile flooring in the basement.,500 SF,$6 per SF,0.8,nan,5400.0,90.0
Tile,Basement,Tile Installation,Install tile flooring in basement.,500 SF,$6 per SF,0.8,nan,5400.0,85.0
Tile,Basement,Tile Installation,Install new tile flooring in the basement.,548.6 SF,$6 per SF,0.8,nan,5912.64,90.0
Tile,Bathroom,Bathroom Tile Work,Installation of bathroom floor and wall tiles.,33 SF,"$2,600 per 60 SF",0.8,nan,4680.0,90.0
Tile,Bathroom 1,Bathroom Tile Work,"Floor tile preparation, installation, wall tile installation, shower tile, grout installation, and tile sealing.",80 SF,"$4,100 per 80 SF",0.8,nan,7380.0,95.0
,,,,,,,,28772.64,
Trims,,,,,,,,,
Trims,Bedroom 1,Bedroom Trim,"Baseboard installation, window casings, door casings, and closet trim.",100 LF,$5 per LF,0.75,nan,875.0,95.0
Trims,Living Room,Living Room Trim,"Baseboard installation, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0.75,nan,875.0,95.0
,,,,,,,,1750.00,
Walls & Ceiling,,,,,,,,,
Walls & Ceiling,General,Patch and Paint Walls,Patch and paint walls throughout the house.,3509 SF,$10.3 per SF,0.7,nan,61712.55,90.0
Walls & Ceiling,Whole House,Wall Patching and Painting,Patch and paint walls throughout the house.,3000 SF,$10.3 per SF,0.7,nan,52635.0,85.0
Walls & Ceiling,General,Patch and Paint Walls,Patch walls and paint throughout the house.,548.6 SF,$10.3 per SF,0.7,nan,9630.21,90.0
,,,,,,,,123977.76,
,,,,,,,,851077.49,
,,,General Conditions (10%),,,,,85107.75,
,,,Grand Total,,,,,936185.24,
