Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Doors,Attic,Barn Door Installation,Install a barn door in the attic.,1 UNIT,"$1,320 per UNIT",0.75,nan,2310.0,85.0
Doors,First Floor,Sliding Door Installation,Replace window with sliding door on front balcony.,1 UNIT,"$1,500 per UNIT",0.75,nan,2625.0,85.0
,,,,,,,,4935.00,
Electrical,,,,,,,,,
Electrical,First Floor,First Floor Lighting Replacement,Replace all lighting fixtures throughout first floor,1 FLOOR,"$4,500 per FLOOR",0.75,%,7875.0,90.0
Electrical,Whole House,Electrical Rewiring,Rewire the whole house for better electrical organization.,2046 SF,$17 per SF,0.75,nan,60817.5,90.0
,,,,,,,,68692.50,
First Floor Renovation,,,,,,,,,
First Floor Renovation,First Floor,New Washer/Dryer Room,Install a new washer/dryer room.,1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,85.0
First Floor Renovation,First Floor,Remove Mud Room,Remove the mud room to expand the kitchen.,1 UNIT,"$2,500 per UNIT",0.75,nan,4375.0,85.0
,,,,,,,,11112.50,
Flooring,,,,,,,,,
Flooring,Attic,Floor Installation,Install new flooring in the attic.,548.6 SF,$6 per SF,0.75,nan,5754.45,90.0
Flooring,Bedroom,Bedroom Flooring,Installation of new hardwood flooring.,50 SF,$6 per SF,0.75,nan,525.0,90.0
Flooring,First Floor,Level Floors,Level the floors with the extension height of 5 inches.,1319 SF,$6 per SF,0.75,nan,13840.5,90.0
Flooring,Kitchen,Kitchen Flooring,Installation of new hardwood flooring.,205 SF,$6 per SF,0.75,nan,2156.25,90.0
Flooring,Living Room,Living Room Flooring,Installation of new hardwood flooring.,246 SF,$6 per SF,0.75,nan,2587.5,90.0
Flooring,Second Floor,Install New Floors,Install new floors throughout the second floor.,548.6 SF,$6 per SF,0.75,nan,5754.45,90.0
,,,,,,,,30618.15,
General Requirements,,,,,,,,,
General Requirements,Basement,Crawl Space Closure,Close crawl space entrance with concrete wall and proper sealing,1 UNIT,"$2,500 per UNIT",0.75,%,4375.0,90.0
General Requirements,Entire House,Commercial Cleaning,Post-construction cleaning for the entire house.,1 UNIT,"$2,750 per UNIT",0.75,nan,4812.5,95.0
General Requirements,General,Commercial Cleaning,Post-construction commercial cleaning.,1 UNIT,"$2,750 per UNIT",0.75,nan,4812.5,95.0
,,,,,,,,14000.00,
Heating and Cooling,,,,,,,,,
Heating and Cooling,General,HVAC System Installation,Install HVAC system for two floors.,1 UNIT,"$8,250 per UNIT",0.6,nan,13200.0,85.0
,,,,,,,,13200.00,
Painting & Wall Coverings,,,,,,,,,
Painting & Wall Coverings,Bedroom,Bedroom Painting,Painting of walls and ceiling.,155 SF,$10.3 per SF,0.75,nan,2790.9375,85.0
Painting & Wall Coverings,Bedroom 1,Bedroom Painting,"Wall preparation, primer application, paint walls, paint ceiling, and closet painting.",432 SF,$10.3 per SF,0.75,nan,7788.0,95.0
Painting & Wall Coverings,Living Room,Living Room Painting,"Wall preparation, primer application, paint walls, paint ceiling, and touch-up work.",400 SF,$10.3 per SF,0.75,nan,7210.0,95.0
,,,,,,,,17788.94,
Plumbing,,,,,,,,,
Plumbing,Bathroom,Bathroom Plumbing,Full gut plumbing for existing location.,1 UNIT,"$7,700 per UNIT",0.75,nan,13475.0,95.0
Plumbing,Bathroom 1,Bathroom Plumbing,"Full gut plumbing replacement for existing location, including rough plumbing, toilet installation, sink installation, shower/tub installation, supply lines, drain lines, and vent lines.",1 UNIT,"$7,700 per UNIT",0.75,nan,13475.0,95.0
Plumbing,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, kitchen sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,nan,6737.5,95.0
,,,,,,,,33687.50,
Second Floor Renovation,,,,,,,,,
Second Floor Renovation,Second Floor,Change Bedroom Layout,Change the layout of the two bedrooms.,2 UNIT,"$2,500 per UNIT",0.75,nan,8750.0,85.0
,,,,,,,,8750.00,
Tile,,,,,,,,,
Tile,Basement,Tile Installation,Install new tile flooring in the basement.,500 SF,$6 per SF,0.8,nan,5400.0,90.0
Tile,Bathroom,Bathroom Tile Work,Installation of bathroom floor and wall tiles.,33 SF,"$2,600 per 60 SF",0.8,nan,4680.0,90.0
Tile,Bathroom 1,Bathroom Tile Work,"Floor tile preparation, installation, wall tile installation, shower tile, grout installation, and tile sealing.",80 SF,"$4,100 per 80 SF",0.8,nan,7380.0,95.0
,,,,,,,,17460.00,
Trims,,,,,,,,,
Trims,Bedroom 1,Bedroom Trim,"Baseboard installation, window casings, door casings, and closet trim.",100 LF,$5 per LF,0.75,nan,875.0,95.0
Trims,Living Room,Living Room Trim,"Baseboard installation, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0.75,nan,875.0,95.0
,,,,,,,,1750.00,
Walls & Ceiling,,,,,,,,,
Walls & Ceiling,Attic,Sound Insulation Installation,Install sound insulation in attic walls and ceiling,1 ATTIC,"$3,200 per ATTIC",0.75,%,5600.0,85.0
Walls & Ceiling,General,Patch and Paint Walls,Patch and paint walls throughout the house.,3509 SF,$10.3 per SF,0.7,nan,61712.55,90.0
Walls & Ceiling,Whole House,Wall Patching and Painting,Patch and paint walls throughout the house.,3000 SF,$10.3 per SF,0.7,nan,52635.0,85.0
,,,,,,,,119947.55,
,,,,,,,,542117.64,
,,,General Conditions (10%),,,,,54211.76,
,,,Grand Total,,,,,596329.40,
