Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Kitchen Renovation,Kitchen,Tile Flooring Installation,Installation of large tile flooring in kitchen.,210 SF,$6 per SF,0.80,,2268,95
Kitchen Renovation,Kitchen,Backsplash Installation,Installation of new kitchen backsplash.,20 SF,"$2,200 per 10 ft",0.80,,3960,95
Kitchen Renovation,Kitchen,Plumbing Rough-In,Rough plumbing for kitchen sink and appliances.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,95
Kitchen Renovation,Kitchen,Electrical Rough-In,Rough electrical work for kitchen including outlets and lighting.,1 UNIT,"$3,500 per UNIT",0.75,,6125,95
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, and backsplash.",1 UNIT,"$3,300 per UNIT",0.75,,5775,95
Kitchen Renovation,Kitchen,Kitchen Cabinets Installation,Installation of new kitchen cabinets including base and wall cabinets.,15 LF,"$9,200 per UNIT",0.75,,16100,90
Kitchen Renovation,Kitchen,Kitchen Countertops,Fabrication and installation of quartz countertops.,45 SF,$97 per SF,0.75,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,Installation of tile backsplash.,10 LF,"$2,200 per UNIT",0.80,,3960,90
Kitchen Renovation,Kitchen,Kitchen Flooring,Installation of new tile flooring.,120 SF,$6 per SF,0.75,,1260,85
Kitchen Renovation,Kitchen,Kitchen Electrical,"Installation of new electrical outlets, switches, and lighting fixtures.",1 UNIT,"$3,500 per UNIT",0.75,,6125,85
Kitchen Renovation,Kitchen,Kitchen Plumbing,Installation of new plumbing fixtures including sink and faucet.,1 UNIT,"$3,850 per UNIT",0.75,,6737.5,85
,,,,,,,,108223.00,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Flooring Installation,Installation of new hardwood flooring in living room.,320 SF,$6 per SF,0.75,,3360,95
Living Room Renovation,Living Room,Painting,Painting of living room walls and ceiling.,320 SF,$10.3 per SF,0.75,,5766,95
Living Room Renovation,Living Room,Electrical Installation,Installation of new electrical outlets and lighting fixtures.,1 UNIT,"$3,500 per UNIT",0.75,,6125,95
Living Room Renovation,Living Room,Living Room Flooring,Installation of new hardwood flooring.,210 SF,$6 per SF,0.75,,2205,85
Living Room Renovation,Living Room,Living Room Painting,Painting of walls and ceiling.,210 SF,$10.3 per SF,0.75,,3782.25,85
Living Room Renovation,Living Room,Living Room Electrical,"Installation of new electrical outlets, switches, and lighting fixtures.",1 UNIT,"$3,500 per UNIT",0.75,,6125,85
Living Room Renovation,Living Room,Living Room Trim,Installation of new baseboards and crown molding.,210 LF,$5 per LF,0.75,,1837.5,85
,,,,,,,,29200.75,
Additional Scope Allowances,,,,,,,,,
Additional Scope Allowances,Upstairs,Washer/Dryer Relocation,"Relocate washer and dryer from main floor to upstairs, including plumbing connections.",1 UNIT,$3350 per UNIT,0.75,,5862.5,85
Additional Scope Allowances,Upstairs,Washer/Dryer Electrical,"Provide new dedicated electrical circuits for relocated washer and dryer upstairs.",1 UNIT,$1500 per UNIT,0.75,,2625,85
Additional Scope Allowances,Living Area,Fifth Room Partition & Framing,"Frame and drywall new partition wall to create fifth room off living area.",15 LF,$45 per LF,0.75,,1181.25,80
Additional Scope Allowances,Living Area,Fifth Room Sliding/Accordion Door,"Install new sliding or accordion door system for fifth room opening.",1 UNIT,$1320 per UNIT,0.75,,2310,80
Additional Scope Allowances,Stairs & Railing,Stair & Railing Upgrade,"Allowance for reshaping stair and installing new glass/wood railing as discussed.",1 LUMP,$8000,0.75,,14000,75
Additional Scope Allowances,Entire Apartment,Interior Door Replacement,"Replace interior doors throughout apartment (approx. 10 doors) including hardware.",10 UNIT,$550 per UNIT,0.75,,9625,80
Additional Scope Allowances,Closets,Closet System Upgrades,"Upgrade closet interiors (shelving, rods, basic lighting) in kids and master closets.",3 UNIT,$1155 per UNIT,0.75,,6063.75,80
Additional Scope Allowances,Window Treatments,Window Treatments Allowance,"Allowance for curtains/shades in main living area and bedrooms (fabric + basic hardware).",1 LUMP,$6000,0.75,,10500,75
,,,,,,,,335405.44,
,,,General Conditions (10%),,,,,33540.54,
,,,Grand Total,,,,,368945.98,
