Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Living Room Renovation,Living Room,Living Room Trim,"Installation of baseboards, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0,NoMarkup,500.00,95
Siding,1st & 2nd Floor Extension Areas,Siding Installation,"Supply and install exterior wall siding to match existing home in material, profile, and color. NOTE: No direct master pricing code; allowance based on 'Initial Proposal - 44 Brookview Terrace' and Barnes bid set.",1 UNIT,"$27,200.00",,Allowance (proposal price incl. markup),27200.00,95
Waterproofing,1st Floor - Powder Room,Waterproofing,Supply and Install new waterproofing membrane on powder room walls and powder room floor.,1 UNIT,"$3,630.00",0,NoMarkup,3630.00,95
Windows,1st & 2nd Floor New Extension Areas,New Windows Installation,Installation of (5) new windows throughout the new extension areas as per the proposed plan.,1 UNIT,"$4,000.00",0,NoMarkup,4000.00,95
,,,,,,,,55660.00,
,,,,,,,,60390.00,
,,,,,,,,21120.00,
,,,,,,,,34155.00,
,,,,,,,,83160.00,
,,,,,,,,5270.00,
,,,,,,,,15040.00,
,,,,,,,,1600.00,
,,,,,,,,4500.00,
,,,,,,,,1440.00,
,,,,,,,,16550.00,
,,,,,,,,1925.00,
,,,,,,,,46200.00,
,,,,,,,,9405.00,
,,,,,,,,99000.00,
,,,,,,,,3200.00,
,,,,,,,,24000.00,
,,,,,,,,5000.00,
,,,,,,,,31765.00,
,,,,,,,,12150.00,
,,,,,,,,27200.00,
,,,,,,,,3630.00,
,,,,,,,,4000.00,
,,,,,,,,566360.00,
,,,General Conditions (10%),,,,,56636.00,
,,,Grand Total,,,,,622996.00,
