Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Bathroom Renovation,Bathroom 1,Bathroom Plumbing,"Full gut plumbing replacement for existing location including toilet, sink, shower/tub installation, supply lines, drain lines, and vent lines.",0-60 SF,"$7,700 per UNIT",0.75,,13475,95
Bathroom Renovation,Bathroom 1,Bathroom Electrical,"Rough electrical, vanity lighting, exhaust fan installation, GFCI outlets, switch installation, mirror lighting, and heated floor electrical.",1 UNIT,"$3,500 per UNIT",0.75,,6125,95
Bathroom Renovation,Bathroom 1,Bathroom Tile Work,"Installation of floor and wall tiles, shower tile, grout installation, and tile sealing.",0-60 SF,"$2,600 per UNIT",0.80,,4680,95
Bathroom Renovation,Bathroom 1,Bathroom Fixtures,"Installation of vanity, mirror, towel bars, toilet paper holder, shower doors, and medicine cabinet.",1 UNIT,$550 per UNIT,0.75,,962.5,95
,,,,,,,,29092.50,
Commercial Cleaning,,,,,,,,,
Commercial Cleaning,Entire Apartment,Commercial Cleaning,Post-construction cleaning of entire apartment.,1 UNIT,"$1,925 per UNIT",0.75,,3368.75,95
,,,,,,,,3368.75,
Concrete,,,,,,,,,
Concrete,New Extension Area,Foundation Wall & Footing Construction,"Excavate and install 24” x 12” continuous concrete footings minimum 3’-0” below grade. Provide (2) #6 continuous reinforcing bars and 3,500 PSI concrete.",60 LF,"$46,200.00",0.75,,80850.00,95
,,,,,,,,80850.00,
Doors,,,,,,,,,
Doors,1st & 2nd Floor Extension Areas,New Doors Installation,"Installation of (1) new exterior sliding door, door frame, and door trim at the back of extension area on the 1st floor.",1 UNIT,"$9,405.00",0.75,,16458.75,95
,,,,,,,,16458.75,
Extensions/Additions,,,,,,,,,
Extensions/Additions,1st & 2nd Floor Extension Areas,New Exterior Walls,"Supply and install 2""x6"" exterior wood stud walls at 16” O.C. per architectural drawings. Supply and install pressure-treated bottom plates anchored to floor framing and double top plates.",1 UNIT,"$99,000.00",0.75,,173250.00,95
,,,,,,,,173250.00,
Gutters,,,,,,,,,
Gutters,Roof Extension,New Roof Drainage,Supply and install new gutters and downspouts along roof edges of the new roof in the extension area.,1 UNIT,"$3,200.00",0.75,,5600.00,95
,,,,,,,,5600.00,
Heating and Cooling,,,,,,,,,
Heating and Cooling,2nd Floor,New HVAC System Installation,Provide and install new dedicated HVAC system to serve the second-floor extension.,1 UNIT,"$24,000.00",0.75,,42000.00,95
,,,,,,,,42000.00,
Interior Design Services,,,,,,,,,
Interior Design Services,General Areas,Interior Design Fee,"Comprehensive design and material specification services, including finishes, fixtures, and element selections, as well as final renderings and construction drawings as per design scope.",1 UNIT,"$5,000.00",0.75,,8750.00,95
,,,,,,,,8750.00,
Kitchen Renovation,,,,,,,,,
Kitchen Renovation,Kitchen,Kitchen Demolition,"Full gut of kitchen including removal of cabinets, countertops, appliances, flooring, backsplash, electrical disconnection, plumbing disconnection, debris removal, and protection of adjacent areas.",1 UNIT,"$3,300 per UNIT",0.75,,5775,95
Kitchen Renovation,Kitchen,Kitchen Plumbing,"Full gut plumbing for existing location with 1 sink, including rough plumbing, sink installation, garbage disposal, water supply lines, drain lines, and shut-off valves.",1 UNIT,"$3,850 per UNIT",0.75,,6737.5,95
Kitchen Renovation,Kitchen,Kitchen Electrical,"Rough electrical wiring, installation of kitchen lighting circuits, under-cabinet lighting, GFCI outlets, switch installation, panel upgrades, range hood electrical, kitchen island electrical, pendant light installation, and dimmer switches.",1 UNIT,"$3,500 per UNIT",0.75,,6125,95
Kitchen Renovation,Kitchen,Kitchen Cabinets,"Installation of kitchen cabinets including base and wall cabinets, crown molding, cabinet hardware, soft-close hinges, and drawer slides.",11-15 FT,"$9,200 per UNIT",0.75,,16100,95
Kitchen Renovation,Kitchen,Kitchen Countertops,"Fabrication and installation of quartz countertops including template creation, edge treatments, and sink cutouts.",45 SF,$97 per SF,Special Formula,,13763.75,95
Kitchen Renovation,Kitchen,Kitchen Backsplash,"Tile preparation, installation, grouting, and sealing of kitchen backsplash.",10 FT,"$1,650 per 10 FT",0.80,,2970,95
Kitchen Renovation,Kitchen,Kitchen Flooring,"Installation of new kitchen flooring including subfloor preparation, flooring installation, transition strips, floor trim, and underlayment.",60-80 SF,"$2,400 per UNIT",0.75,,4200,95
,,,,,,,,55671.25,
Living Room Renovation,,,,,,,,,
Living Room Renovation,Living Room,Living Room Flooring,"Installation of new hardwood flooring including subfloor preparation, hardwood installation, refinishing, trim installation, and transition strips.",500 SF,$6 per SF,0.75,,5250,95
Living Room Renovation,Living Room,Living Room Painting,"Wall preparation, primer application, painting of walls and ceiling, and touch-up work.",500 SF,$10.3 per SF,0.75,,9012.5,95
Living Room Renovation,Living Room,Living Room Electrical,"Installation of outlets, switches, light fixtures, ceiling fans, dimmer switches, floor outlets, and wall sconces.",1 UNIT,"$3,500 per UNIT",0.75,,6125,95
Living Room Renovation,Living Room,Living Room Trim,"Installation of baseboards, crown molding, window casings, door casings, and quarter round.",100 LF,$5 per LF,0.75,,875,95
,,,,,,,,21262.50,
Siding,,,,,,,,,
Siding,1st & 2nd Floor Extension Areas,Siding Installation,"Supply and install exterior wall siding to match existing home in material, profile, and color.",1 UNIT,"$27,200.00",0.75,,47600.00,95
,,,,,,,,47600.00,
Waterproofing,,,,,,,,,
Waterproofing,1st Floor - Powder Room,Waterproofing,Supply and Install new waterproofing membrane on powder room walls and powder room floor.,1 UNIT,"$3,630.00",0.75,,6352.50,95
,,,,,,,,6352.50,
Windows,,,,,,,,,
Windows,1st & 2nd Floor New Extension Areas,New Windows Installation,Installation of (5) new windows throughout the new extension areas as per the proposed plan.,1 UNIT,"$4,000.00",0.75,,7000.00,95
,,,,,,,,7000.00,
,,,,,,,,991606.00,
,,,General Conditions (10%),,,,,99160.60,
,,,Grand Total,,,,,1090766.60,
