Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Closet Organization,,,,,,,,,
Closet Organization,Bedroom,Closet Organization System,"Replace wire racks with organized closet system (shelving, hanging rods).",2 UNIT,$850 per UNIT,0.75,,2975.0,90
Closet Organization,Bedroom,Closet Sliding Doors,"Install sliding doors to replace removed bi-fold doors.",2 UNIT,$650 per UNIT,0.75,,2275.0,90
Doors,,,,,,,,,
Doors,Entire Apartment,Interior Door Replacement or Paint,"Replace or paint 5 interior doors and install new hardware.",5 UNIT,$450 per UNIT,0.75,,3937.5,90
Doors,Entire Apartment,Door Hardware Replacement,"Replace door hardware (knobs, locks) throughout.",5 UNIT,$85 per UNIT,0.75,,743.75,90
Electrical Additional,,,,,,,,,
Electrical Additional,Entire Apartment,Ceiling Lights Throughout,"Install new ceiling lights throughout entire apartment.",1 UNIT,$2800 per UNIT,0.75,,4900.0,90
Electrical Additional,Bathroom 1,Bidet Electrical Outlet,"Install electrical outlet for electric toilet/bidet.",1 UNIT,$350 per UNIT,0.75,,612.5,90
Painting Additional,,,,,,,,,
Painting Additional,Entire Apartment,Paint Whole Apartment,"Paint entire apartment including all bedrooms, living room, and common areas.",145 m²,$10.3 per SF,0.75,,28133.06,90
Painting Additional,Living Room,Wall Covering on Long Wall,"Install designer-recommended wall covering on long wall.",1 UNIT,$1800 per UNIT,0.75,,3150.0,85
Painting Additional,Bedroom 2,Painting,"Paint second bedroom walls and ceiling.",18 m²,$10.3 per SF,0.75,,3492.38,90
Bathroom 1 Additional,,,,,,,,,
Bathroom 1 Renovation,Bathroom 1,New Mirror,"Install new mirror in bathroom.",1 UNIT,$450 per UNIT,0.75,,787.5,90
,,,,,,,,220201.50,
,,,General Conditions (10%),,,,,22020.15,
,,,Grand Total,,,,,242221.65,
